userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV
aashishg11,Electrical Engineering,0,0,Automation,91,MS,Instrumentation,,0,144,157,http://www.edulix.com/unisearch/user.php?uid=131610,0,3,73,Fall - 2013,0,A C Patil College of Engineering,,56.11,,100,
ninny.rgs,Electrical Engineering,0,0,,101,MS,Electrical Engineering,,0,430,740,http://www.edulix.com/unisearch/user.php?uid=10367,0,4.5,72.27,Fall - 2011,0,A C Patil College of Engineering,,72.27,,100,
prnk_us,Computer Science,0,0,Security,,MS,IT,,0,149,157,http://www.edulix.com/unisearch/user.php?uid=176915,0,3,8.5,Fall - 2013,0,A D Patel Institute Of Technology,,7.71,,10,
aashayshah,Computer Science,0,7,Big Data Data Mining,88,MS,Computer Engineering,23,0,147,164,http://www.edulix.com/unisearch/user.php?uid=281439,0,2.5,86,Spring - 2016,0,A D Patel Institute Of Technology,,62,,100,
vismayshah88,Electrical Engineering,0,0,VLSI/embedded,,MS,Electronics & Communication,,0,450,730,http://www.edulix.com/unisearch/user.php?uid=7725,0,2,9.78,Fall - 2011,0,A D Patel Institute Of Technology,,8.15,,10,
cjaganmohan,Computer Science,0,0,,102,MS,IT,,0,148,148,http://www.edulix.com/unisearch/user.php?uid=175804,0,3,82,Fall - 2013,0,AAMEC,,74,,100,
pvskmz,Electrical Engineering,0,0,VLSI,115,MS,Electronics and Communicaton Engineering,30,0,154,161,http://www.edulix.com/unisearch/user.php?uid=176075,0,3,85,Fall - 2013,0,Abhinav Hi-Tech College Of Engineering,,71,,100,
anu_661,Computer Science,0,0,,105,MS,IT,,0,590,750,http://www.edulix.com/unisearch/user.php?uid=10966,0,3,9.7,Fall - 2011,0,ABV-IIITM,,8.9,,10,
nachiappan123,Electrical Engineering,0,45,Embedded,100,MS,Electronics and Coomunication,24,0,157,163,http://www.edulix.com/unisearch/user.php?uid=252718,0,3,84,Fall - 2015,0,ACCET,,80.04,,100,
username123456,Computer Science,0,0,,95,MS,ECE,,0,143,162,http://www.edulix.com/unisearch/user.php?uid=215384,0,3,87,Spring - 2014,0,ACE Engineering College,,85,,100,
sam_the_killer,Computer Science,0,0,Operating Systems,89,MS,Computer Science,,0,370,690,http://www.edulix.com/unisearch/user.php?uid=1153,0,4,77,Fall - 2007,0,ACET Nagpur,,69.41,,100,
cooltito,Computer Science,0,0,,,MS,Computer Science,,0,157,160,http://www.edulix.com/unisearch/user.php?uid=171316,0,4,85,Fall - 2013,0,Acharya Institute of technology,,71,,100,
dhriti1991,Engineering Management,0,6,,101,MS,Electrical and Electronics,,0,145,161,http://www.edulix.com/unisearch/user.php?uid=221498,0,3.5,81,Fall - 2014,0,Acharya Institute of Technology,,80.3,,100,
hemalpatel1,Electronics and Communication,0,0,Wireless Communication,85,MS,Electronics & Communication,,0,320,600,http://www.edulix.com/unisearch/user.php?uid=7624,0,2.5,80,Spring - 2011,0,Acharya Institute of Technology,,62,,100,
johncena3,Computer Science,0,0,,96,MS,ECE,,0,450,740,http://www.edulix.com/unisearch/user.php?uid=5018,0,3,89,Spring - 2011,0,Acharya Nagarjuna University,,84,,100,
nathnandy,Electrical Engineering,0,0,VLSI,95,MS,Electrical engieering,21,0,148,160,http://www.edulix.com/unisearch/user.php?uid=274225,0,3,9.8,Fall - 2015,0,Acharya Nagarjuna University,,9.12,,10,
skommine,Computer Science,0,0,,,MS,Electrical & Electronics Engineering,,0,340,720,http://www.edulix.com/unisearch/user.php?uid=215073,0,2.5,92,Spring - 2014,0,Acharya Nagarjuna University,,85,,100,
praneeth4u,Engineering Management,0,0,,90,MS,Electronics and communication,,0,141,159,http://www.edulix.com/unisearch/user.php?uid=213177,0,3,90,Fall - 2014,0,Acharya Nagarjuna University,,71,,100,
s29,Electrical Engineering,0,0,Power,102,MS,EEE,,0,630,780,http://www.edulix.com/unisearch/user.php?uid=6014,0,3,90,Fall - 2010,0,Acharya Nagarjuna University,,80,,100,
MISfinder,Management Information System,0,0,,107,MS,Computer science,,0,35,49,http://www.edulix.com/unisearch/user.php?uid=215418,0,5,9.2,Fall - 2014,0,Acharya Nagarjuna University,,7.7,,10,
kranth1,MIS,0,0,,100,MS,Mechanical Engineering,25,0,146,163,http://www.edulix.com/unisearch/user.php?uid=169736,0,3.5,90,Fall - 2013,0,Acharya Nagarjuna University,,75.2,,100,
abhi111cute,Computer Science,0,0,,95,MS,cse,,0,520,780,http://www.edulix.com/unisearch/user.php?uid=8620,0,3,87.6,Fall - 2011,0,Acharya Nagarjuna University,,87.6,,100,
bharadwaj882,Electrical Engineering,0,0,power systems/vlsi,,MS,electrical,,0,149,152,http://www.edulix.com/unisearch/user.php?uid=187935,0,2.5,0,Fall - 2013,0,Acharya Nagarjuna University,,0,,0,
greatbuzzaman,Computer Science,0,0,Database,99,MS,Electronics nd communication,,0,640,750,http://www.edulix.com/unisearch/user.php?uid=134921,0,2.5,0,Fall - 2012,0,Acropolis Institute Of Technology & Research,,73,,100,
methebest_710,Industrial Engineering,0,0,operation research,,MS,Mechanical Engineering,,0,510,750,http://www.edulix.com/unisearch/user.php?uid=140364,0,3.5,83,Fall - 2013,0,Acropolis Institute Of Technology & Research,,75.3,,100,
supreeth324,Computer Engineering,0,0,,107,MS,Electronics and Communication,,0,520,710,http://www.edulix.com/unisearch/user.php?uid=159964,0,3.5,0,Fall - 2012,0,Adichunchanagiri Institute of Technology,,77.5,,100,
pjoshi,Computer Engineering,0,0,,,MS,Computer Engineering,,0,139,158,http://www.edulix.com/unisearch/user.php?uid=217533,0,3,81,Fall - 2014,0,Advanced Engineering College,,76,,100,
supshank,Aerospace Engineering,0,0,,102,MS,0,,0,640,780,http://www.edulix.com/unisearch/user.php?uid=172318,0,3.5,70,Fall - 2013,0,Aeronautical Society of India,,58,,100,
Nile,Aerospace Engineering,0,0,,108,MS,Aerospace,,0,560,780,http://www.edulix.com/unisearch/user.php?uid=2724,0,4,65,Fall - 2008,0,Aeronautical Society of India,,58.27,,100,
chandra.chowdary,Aerospace Engineering,0,0,aerospace,102,MS,AEROSPACE,,0,580,800,http://www.edulix.com/unisearch/user.php?uid=4018,0,3,69,Fall - 2010,0,Aeronautical Society of India,,64,,100,
deepabhardwaj0909,mba,0,0,,,MS,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=156784,0,,0,Fall - 2012,0,AFMC,,0,,0,
dhrumilap,Computer Science,0,0,Software Engineering,103,MS,Computer Engineering,,0,560,800,http://www.edulix.com/unisearch/user.php?uid=9974,0,4,3.92,Fall - 2011,0,Ahmedabad Institute of Technology,,3.26,,4,
sho_076,Electronics and Communication,0,0,Circuit,99,MS,Electrical &Electronics; Engineering,,0,690,760,http://www.edulix.com/unisearch/user.php?uid=3503,0,3.5,3.55,Fall - 2010,0,Ahsanullah University of Science & Technology,,3.27,,4,
saumyaj92,Computer Science,0,0,,97,MS,Computer Science,,0,146,156,http://www.edulix.com/unisearch/user.php?uid=171134,0,3.5,80.6,Fall - 2013,0,AIACTR,,75.9,,100,
rvpprash,software engineering,0,0,Computer Science,96,MS,Computer Science,,0,145,150,http://www.edulix.com/unisearch/user.php?uid=156272,0,4.5,86,Spring - 2013,0,AIHT,,75,,100,
karthikjbs,Mechanical Engineering,0,0,Automotive,,MS,Mechanical,,0,141,153,http://www.edulix.com/unisearch/user.php?uid=193265,0,2,8.6,Fall - 2013,0,AIHT,,8.6,,10,
pmaheshwari,Industrial Engg/Robotics,0,0,,,MS,Mechanical Engineering,,0,144,158,http://www.edulix.com/unisearch/user.php?uid=194826,0,3,0,Fall - 2013,0,AISSMS College of Engineering Pune,,64.4,,100,
ashish.r.gupta193,Mechanical Engineering,0,0,Thermal,98,MS,MECHANICAL SANDWICH,,0,630,720,http://www.edulix.com/unisearch/user.php?uid=157761,0,3,75,Fall - 2012,0,AISSMS College of Engineering Pune,,68,,100,
prakashjoshi0101,Computer Science,0,0,Software Engineering,103,MS,Electronics,,0,510,760,http://www.edulix.com/unisearch/user.php?uid=7161,0,3,0,Fall - 2011,0,AISSMS College of Engineering Pune,,64.91,,100,
soumil123,Electrical Engineering,0,0,,107,MS,Electronics,,0,149,156,http://www.edulix.com/unisearch/user.php?uid=216964,0,3,72,Fall - 2014,0,AISSMS College of Engineering Pune,,60,,100,
manishmj,Engineering Management,0,0,,,MS,Mechanical ENGG,,0,155,163,http://www.edulix.com/unisearch/user.php?uid=217122,0,4,70,Fall - 2014,0,AISSMS College of Engineering Pune,,61.2,,100,
kausty87,Civil Engineering,0,0,Construction mnagement,89,MS,Civil,,0,500,690,http://www.edulix.com/unisearch/user.php?uid=10360,0,2.5,76,Fall - 2011,0,AISSMS College of Engineering Pune,,64,,100,
nachiket.kawitkar,Management Information System,0,0,,86,MS,E&TC;,,0,145,162,http://www.edulix.com/unisearch/user.php?uid=272746,0,3,0,Fall - 2015,0,AISSMS IOIT,,0,,0,
vinit.sonawane14391,Electrical Engineering and Computer Science,0,0,comm and signal processing,113,MS,E&TC;,,0,158,164,http://www.edulix.com/unisearch/user.php?uid=194839,0,4,0,Fall - 2013,0,AISSMS IOIT,,3.3,,4,
Eru Iluvatar,MIS,0,0,,110,MS,Info. Science,,0,159,159,http://www.edulix.com/unisearch/user.php?uid=176708,0,4,82,Fall - 2013,0,AIT,,68,,100,
ApoorvaVerma,(MIS / MSIM / MSIS / MSIT),0,39,MS- IS,101,MS,CS,24,0,149,159,http://www.edulix.com/unisearch/user.php?uid=216407,0,3,80,Fall - 2015,0,AITR RGPV,,76.5,,100,
Karthial,Automotive Engineering,0,0,motorsport and racing technologies,93,MS,Automobile Engineering,3,0,145,159,http://www.edulix.com/unisearch/user.php?uid=184350,0,3,0,Fall - 2013,0,Ajalakshmi Engineering College,,8.1,,10,
rasty,MIS,0,0,MIS,101,MS,CS,,0,540,800,http://www.edulix.com/unisearch/user.php?uid=9941,0,3,83.7,Spring - 2012,0,Ajay Kumar Garg Engineering College,,78.6,,100,
parijat003,Electronics and Communication,0,0,,106,MS,ECE,,0,156,163,http://www.edulix.com/unisearch/user.php?uid=207685,0,,83.2,Fall,0,Ajay Kumar Garg Engineering College,,71.16,,100,
Jason2128,MIS,0,0,,99,MS,Electronics & Communication,28,0,150,159,http://www.edulix.com/unisearch/user.php?uid=131802,0,2.5,85,Fall - 2013,0,Ajay Kumar Garg Engineering College,,61,,100,
PrashantNigam,Computer Science,0,0,Software Engineering,102,MS,Computer Science & Engineering,,1,151,161,http://www.edulix.com/unisearch/user.php?uid=250259,1,3.5,86.5,Fall - 2015,0,Ajay Kumar Garg Engineering College,,62.1,,100,
p23pathak,Computer Science,0,0,Computer Networks,86,MS,Computer Science,,0,400,790,http://www.edulix.com/unisearch/user.php?uid=11112,0,3,9.6,Fall - 2011,0,Aligarh Muslim University,,7.3,,10,
kanikashah90,Computer Science,0,0,Artificial Intelligence,102,MS,Computer Engineering,,0,156,163,http://www.edulix.com/unisearch/user.php?uid=141214,0,3.5,9.6,Fall - 2012,0,Aligarh Muslim University,,9.293,,10,
Aditi Asthana,Computer Science,0,25,Data Analytics Info security,100,MS,Computer Science,,0,149,163,http://www.edulix.com/unisearch/user.php?uid=236629,0,3.5,9.6,Fall - 2015,0,Aligarh Muslim University,,8.4,,10,
najafzaidi,Computer Science,0,0,,113,Both MS and PhD,Computer Science,,0,640,800,http://www.edulix.com/unisearch/user.php?uid=9043,0,4,9.6,Fall - 2011,0,Aligarh Muslim University,,8.236,,10,
amehdi,MIS,0,0,,98,MS,Computer Engineering,,0,31,48,http://www.edulix.com/unisearch/user.php?uid=170224,0,5,0,Fall - 2013,0,Aligarh Muslim University,,7.01,,10,
samiksha1988,Microbiology,0,0,,111,PhD,Molecular and Cellular Engg,,0,580,770,http://www.edulix.com/unisearch/user.php?uid=10332,0,3.5,0,Fall - 2011,0,Allahabad Agriculture University,,9.74,,10,
anvit_91,EE / CS,0,0,Embedded Systems,98,MS,EC,,0,153,164,http://www.edulix.com/unisearch/user.php?uid=183973,0,3.5,9.2,Spring - 2014,0,Alpha College of Engineering and Technology,,7,,10,
rosh18,Telecommunication,0,0,,98,MS,Electronics and Telecom Engg,,0,470,750,http://www.edulix.com/unisearch/user.php?uid=8087,0,3.5,76,Fall - 2011,0,Amaravati University,,69,,100,
sharadbhalla,Electrical Engineering,0,0,telecom and networking,100,MS,Electronics and communication,,0,360,770,http://www.edulix.com/unisearch/user.php?uid=138861,0,3,78,Fall - 2012,0,Ambala College of Engineering And Applied Research,,63,,100,
ashwinkumarr86,Computer Science,0,0,,97,MS,Computer Science,,0,360,670,http://www.edulix.com/unisearch/user.php?uid=135355,0,3.5,84,Fall - 2012,0,Ambedkar Institute of technology,,74,,100,
smeagol,Electrical Engineering,0,0,Embedded VLSI,101,MS,ECE,,0,152,164,http://www.edulix.com/unisearch/user.php?uid=270886,0,3.5,0,Fall - 2015,0,Ambedkar Institute of technology,,77.77,,100,
tej,Electronics and Communication,0,0,,99,MS,e&c;,,0,440,720,http://www.edulix.com/unisearch/user.php?uid=11246,0,3.5,0,Fall - 2011,0,AMC Engineering College,,71,,100,
NethraPawan,MIS,0,0,,95,MS,Information Science,,0,144,154,http://www.edulix.com/unisearch/user.php?uid=180115,0,,79,Fall - 2013,0,AMC Engineering College,,76,,100,
awsaf174,Computer Science,0,0,,108,MS/PhD,Computer Science,,0,154,155,http://www.edulix.com/unisearch/user.php?uid=238042,0,4,0,Fall - 2014,0,American International University,,3.6,,4,
ahsanhrumon,Electronics and electrical engineering,0,0,,84,MS,Electrical & Electronic Engineering,,0,144,161,http://www.edulix.com/unisearch/user.php?uid=161972,0,3,4,Spring - 2013,0,American International University,,3.04,,4,
generaltso,Aerospace Engineering,0,0,Controls and Robotics,,PhD,Aerospace Engineering,,0,550,800,http://www.edulix.com/unisearch/user.php?uid=8759,0,5,3.9,Fall - 2011,0,American Tier-1 Public Research University,,3.8,,4,
SirMattBusby,Industrial Engineering,0,0,,115,MS,Mechanical Engineering,,0,155,164,http://www.edulix.com/unisearch/user.php?uid=283545,0,5,0,Spring - 2016,0,American University of Sharjah,,3.65,,4,
uditkumar9,Computer Science,0,0,robotics,90,MS,Computer Science,3,0,143,155,http://www.edulix.com/unisearch/user.php?uid=222691,0,3,9.3,Fall - 2014,0,Amity School of Engineering and Technology,,6.1,,10,
ankurgentle16,Computer Science,0,0,,108,MS,ECE,29,0,150,169,http://www.edulix.com/unisearch/user.php?uid=183555,0,3.5,9.5,Fall - 2013,0,Amity School of Engineering and Technology,,8.04,,10,
amar_strange,Electrical Engg/ comp engg,0,0,Embedded Systems,93,MS,ECE,,0,530,720,http://www.edulix.com/unisearch/user.php?uid=6638,0,3.5,9.3,Spring - 2011,0,Amity School of Engineering and Technology,,6.43,,10,
srishti113,Electrical Engineering,0,0,Embedded Systems Robotics,110,MS,Instrumentation & Control Engineering,,0,154,167,http://www.edulix.com/unisearch/user.php?uid=252962,0,3,80,Fall - 2015,0,Amity School of Engineering and Technology,,66,,100,
riverside,Computer Science,0,58,,109,MS,Computer Science,,2,152,163,http://www.edulix.com/unisearch/user.php?uid=255078,0,4.5,0,Fall - 2015,0,Amity School of Engineering and Technology,,8,,10,
rohitjamuar,Computer Science,0,0,Information Security,109,MS,Computer Science and Engineering,,0,160,163,http://www.edulix.com/unisearch/user.php?uid=115174,0,4,9.3,Fall - 2012,0,Amity School of Engineering and Technology,,7.56,,10,
vaib2033,CS / MIS,0,0,,102,MS,CS,,0,152,163,http://www.edulix.com/unisearch/user.php?uid=105821,0,,0,Fall - 2013,0,Amity University,,7.07,,10,
avijit.zutshi,Cell and Molecular Biology,0,0,,113,MS,Amity Institute Of Biotechnology,,0,155,164,http://www.edulix.com/unisearch/user.php?uid=224473,0,3,9,Fall - 2014,0,Amity University,,5.71,,10,
grecracked2013,Computer Science,0,39,,106,MS,Computer Science and Engineering,25,2,150,159,http://www.edulix.com/unisearch/user.php?uid=197355,0,3,9.3,Fall - 2015,0,Amity University,,8.36,,10,
shivambhagi,Engineering Management,0,0,,113,MS,Electronics & Communication,,0,530,750,http://www.edulix.com/unisearch/user.php?uid=148782,0,3.5,9.5,Fall - 2012,0,Amity University,,7,,10,
Nishtha11,Electronics and Communication,0,0,DVLSI,108,MS,ECE,,0,149,159,http://www.edulix.com/unisearch/user.php?uid=171636,0,3,9,Spring - 2014,0,Amity University,,8.14,,10,
Dbanerjee01,Industrial Engineering,15,13,,95,MS,0,,4,143,157,http://www.edulix.com/unisearch/user.php?uid=234647,0,3.5,85,Fall - 2014,0,Amity University,,66,,100,
rajatjainami,Computer Science,0,0,,86,MS,Computer Science & Engineering,,0,150,162,http://www.edulix.com/unisearch/user.php?uid=175795,0,3,9.25,Fall - 2013,0,Amity University,,7.81,,10,
nehauppal,Computer Science,0,0,,117,MS,CS,,0,590,800,http://www.edulix.com/unisearch/user.php?uid=10439,0,3,9.2,Fall - 2011,0,Amity University,,8.9,,10,
hsinha1489,MIS,0,0,,107,MS,CS&E;,,0,154,164,http://www.edulix.com/unisearch/user.php?uid=185824,0,3,8.6,Fall - 2014,0,Amity University,,7.5,,10,
AbhayKasturia,Computer Science,0,36,Data Warehousing,111,MS,Computer Science,,3,155,164,http://www.edulix.com/unisearch/user.php?uid=254877,0,3,9.3,Fall - 2015,0,Amity University,,7.22,,10,
ashwinlahiry,Microbiology,0,0,,117,PhD,Biotechnology,,0,540,730,http://www.edulix.com/unisearch/user.php?uid=148959,0,3.5,0,Fall - 2012,0,Amity University,,7.5,,10,
arpitsharma1989,MIS,0,0,,107,MS,IT,,0,155,157,http://www.edulix.com/unisearch/user.php?uid=197224,0,4,0,Fall - 2014,0,Amity University,,3.29,,4,
neerajbadlani,Comp Science/Comp Networks/Comp Engg,0,0,CompArch/Embedded,107,MS,AITTM,29,0,640,800,http://www.edulix.com/unisearch/user.php?uid=113490,0,3,9.6,Fall - 2012,0,Amity University,,6.8,,10,
samforms18,Computer Science,0,0,,105,MS,CS,,0,550,760,http://www.edulix.com/unisearch/user.php?uid=10923,0,3.5,9.2,Fall - 2011,0,Amity University,,7.9,,10,
pureen,Biotechnology,0,0,Molecular Biology,102,MS,AIB,,0,590,790,http://www.edulix.com/unisearch/user.php?uid=8364,0,3,9.1,Fall - 2011,0,Amity University,,8.2,,10,
ishanmadan,Computer Science,0,0,,106,MS,B-Tech(CS&E;),,0,148,159,http://www.edulix.com/unisearch/user.php?uid=251986,0,4,0,Spring - 2015,0,Amity University,,0,,0,
solanki4400,Computer Science,0,0,Networking,103,MS,CSE,29,0,153,158,http://www.edulix.com/unisearch/user.php?uid=184546,0,3,8.4,Fall - 2014,0,Amity University,,7.2,,10,
raghav.mathur,Mechanical Engineering,0,0,,,MS,Mechanical and Automation,,0,,,http://www.edulix.com/unisearch/user.php?uid=186567,0,,85,Fall - 2013,0,Amity University,,70.7,,100,
dustsettler,MIS,0,0,,99,MS,Information Technology,27,0,158,163,http://www.edulix.com/unisearch/user.php?uid=132068,0,4,9.5,Fall - 2012,0,Amity University,,7.55,,10,
shishir15,Engineering Management,0,0,Electronics,,MS,ECE,,0,580,790,http://www.edulix.com/unisearch/user.php?uid=141921,0,3.5,0,Fall - 2012,0,Amity University,,7.01,,10,
zudar,Computer Engineering,0,0,Computer Architecture,99,MS,ECE,,0,155,164,http://www.edulix.com/unisearch/user.php?uid=133896,0,4,9.3,Fall - 2012,0,Amity University,,7.92,,100,
prags_b,MIS,0,0,,102,MS,Engineering,,0,29,47,http://www.edulix.com/unisearch/user.php?uid=8077,0,5,0,Fall - 2011,0,Amity University,,7.51,,10,
sumeeryachu1990,Electronics and Communication,0,24,,96,MS,Electronics and Communication,,1,146,161,http://www.edulix.com/unisearch/user.php?uid=209004,0,3,0,Fall - 2014,0,Amity University,,7.08,,10,
saifalfalah,Computer Science,0,12,,114,MS,CSE,,0,159,164,http://www.edulix.com/unisearch/user.php?uid=234031,0,3.5,9,Fall - 2015,0,Amity University,,5.8,,10,
sunitj,Bioinformatics,0,0,Algorithm Design,108,MS,Bioinformatics,,0,510,740,http://www.edulix.com/unisearch/user.php?uid=3392,0,3.5,8.52,Fall - 2009,0,Amity University,,7.88,,10,
nitin_tooteja,Computer Engineering,0,0,Software Systems,95,MS,CSE,,0,150,157,http://www.edulix.com/unisearch/user.php?uid=129205,0,3,9.4,Fall - 2012,0,Amity University,,8.35,,10,
AmritaDas,Computer Science,0,0,,117,MS,Computer Science,,0,160,166,http://www.edulix.com/unisearch/user.php?uid=270491,0,4,0,Spring - 2015,0,Amity University,,6.64,,10,
KazekageGaara,Computer Science,0,0,Software Engineering,115,MS,Computer Science,,0,151,161,http://www.edulix.com/unisearch/user.php?uid=206227,0,4.5,0,Fall - 2014,0,Amity University,,7.36,,10,
dlr,Business Analytics,0,0,,107,MS,Computer Science,,0,610,780,http://www.edulix.com/unisearch/user.php?uid=180860,0,,8.88,Fall - 2013,0,Amity University,,8.53,,10,
prerna7,Computer Science,0,0,,93,MS,Computer Science and Engineering,,0,310,770,http://www.edulix.com/unisearch/user.php?uid=127198,0,2.5,9.8,Fall - 2012,0,Amity University,,7.5,,10,
metta85,Telecommunication,0,0,wirelesscommunications and net-works,95,MS,Amity Institute of Technology and Management,,0,149,163,http://www.edulix.com/unisearch/user.php?uid=164641,0,3.5,9.5,Fall - 2014,0,Amity University,,8.12,,10,
cissalc,Human Computer Interaction,0,0,HCI Database systems,,MS,Computer Science,,0,160,159,http://www.edulix.com/unisearch/user.php?uid=141296,0,4,9.5,Fall - 2012,0,Amity University,,8.31,,10,
rohitkapoor,Computer Science,0,0,,106,MS,Computer Science and Engineering,,0,148,168,http://www.edulix.com/unisearch/user.php?uid=236159,0,3.5,8.9,Fall - 2014,0,Amity University,,8.43,,10,
raoulistic,Electrical Engineering,0,0,Adaptive systems/Control,114,MS,Electrical & Electronics (EEE),29,0,162,162,http://www.edulix.com/unisearch/user.php?uid=246942,0,4.5,8.93,Fall - 2015,0,Amity University,,8.69,,10,
giricgoyal,Computer Science,0,0,interested in Artificial Intelligence/Game Development,102,MS,Computer Science And Engineering,,0,440,780,http://www.edulix.com/unisearch/user.php?uid=127584,0,3.5,9.4,Fall - 2012,0,Amity University,,7.6,,10,
khowalan,Computer Science,0,56,,108,MS,Computer Science,,0,150,158,http://www.edulix.com/unisearch/user.php?uid=253378,0,3,0,Fall - 2015,0,Amity University,,6.73,,10,
gauravdugar,Computer Science,0,0,,109,MS,Information Technology,,0,149,170,http://www.edulix.com/unisearch/user.php?uid=225537,0,3,8.92,Fall - 2013,0,Amity University,,8.92,,10,
hemantpandey619,Computer Science,0,0,,101,MS,Computer Science,,0,148,164,http://www.edulix.com/unisearch/user.php?uid=272359,0,3,10,Fall - 2015,0,Amity University,,7,,10,
aayush.pathak,Electronics and Communication,0,0,Microelectronics,113,MS,Electronics & Communication Engineering,,0,154,162,http://www.edulix.com/unisearch/user.php?uid=161475,0,3.5,9.1,Fall - 2013,0,Amity University,,8.79,,10,
crathore,(MIS / MSIM / MSIS / MSIT),0,28,,114,MS,AIB,,0,159,163,http://www.edulix.com/unisearch/user.php?uid=255410,0,,0,Fall - 2015,0,Amity University,,8.45,,10,
amitsch,Mechanical Engineering,0,0,Tribology,94,PhD,Mechanical Engineering,,0,151,163,http://www.edulix.com/unisearch/user.php?uid=185401,0,3,75,Fall - 2013,0,Amravati University,,72.35,,100,
29-Aug,Computer Science,0,0,,97,MS,IT,,0,146,152,http://www.edulix.com/unisearch/user.php?uid=190625,0,3,78,Fall - 2013,0,Amravati University,,67,,100,
sunbun2,Information technology management,0,0,Information Security,110,MS,Electronics & Telecommunication,,0,420,660,http://www.edulix.com/unisearch/user.php?uid=151591,0,3.5,0,Fall - 2012,0,Amravati University,,3.64,,4,
Manishkumarkhichy,MIS,0,0,,88,MS,Information Technology,,0,145,160,http://www.edulix.com/unisearch/user.php?uid=152914,0,2.5,77,Fall - 12,0,Amravati University,,65,,100,
Royalchetan1,software engineering,0,0,,98,MS,IT,,0,140,164,http://www.edulix.com/unisearch/user.php?uid=157252,0,3,73,Fall - 2013,0,Amravati University,,68,,100,
renjithgizmo,Electrical Engineering,0,18,Electrical and Electronics,80,MS,Electrical And Electronics,,0,141,156,http://www.edulix.com/unisearch/user.php?uid=210156,1,2.5,9.6,Fall - 2014,1,Amrita School of Engineering,,7.6,,10,
Ryuk Shinigami,Computer Science,0,19,CS / business Analytics,87,MS,0,22,0,145,161,http://www.edulix.com/unisearch/user.php?uid=159715,0,3,0,Fall - 2015,0,Amrita School of Engineering,,7.6,,10,
elena,Electrical Engineering,0,0,power systems,100,MS,eee,,0,430,740,http://www.edulix.com/unisearch/user.php?uid=137668,0,3.5,9.1,Fall - 2012,0,Amrita School of Engineering,,6.3,,10,
sherry123,Computer Science,0,0,,108,MS,cse,,0,148,165,http://www.edulix.com/unisearch/user.php?uid=168288,0,,9.59,Fall - 2013,0,Amrita School of Engineering,,9.59,,100,
lachsil,Mechanical Engineering,0,0,Aerodynamics FM,100,MS,Mechanical,,0,152,159,http://www.edulix.com/unisearch/user.php?uid=241371,0,3,9.6,Fall - 2014,0,Amrita School of Engineering,,8.34,,10,
talkeeee,Computer Science,0,46,Datamining,95,MS,IT,26,0,151,161,http://www.edulix.com/unisearch/user.php?uid=208926,1,3,9.5,Fall - 2014,0,Amrita School of Engineering,,7.05,,10,
Terror_V,MIS,0,0,,91,MS,0,,0,500,800,http://www.edulix.com/unisearch/user.php?uid=138291,0,3,0,Fall - 2012,0,Amrita School of Engineering,,7.5,,10,
sunil9119,Information Systems,0,44,,92,MS,IT,,4,144,161,http://www.edulix.com/unisearch/user.php?uid=124223,0,3,8.7,Spring - 2015,0,Amrita School of Engineering,,5.92,,10,
kath,Electrical Engineering,0,0,,112,MS,ECE,,0,620,770,http://www.edulix.com/unisearch/user.php?uid=134775,0,3.5,8.8,Fall - 2012,0,Amrita School of Engineering,,7.24,,10,
sundarravikumar,Computer Engineering,0,0,Embedded systems,102,MS,ECE,,0,330,770,http://www.edulix.com/unisearch/user.php?uid=4746,0,3,0,Fall - 2011,0,Amrita School of Engineering,,7,,10,
crsekhar,CS / MIS,0,32,MIS,,MS,ECE,,0,144,160,http://www.edulix.com/unisearch/user.php?uid=228359,0,3,0,Fall - 2014,0,Amrita School of Engineering,,7.14,,10,
zubairali,Computer Engineering,0,0,,99,MS,Computer Science,3,0,154,162,http://www.edulix.com/unisearch/user.php?uid=161136,0,3,9.9,Fall - 2013,0,Amrita School of Engineering,,6.94,,10,
nsekhar4u,Electronics and Communication,0,0,computer engineering,104,MS,ece,25,0,520,760,http://www.edulix.com/unisearch/user.php?uid=132834,0,4,9.1,Fall - 2012,0,Amrita School of Engineering,,8.02,,10,
GowthamYR,(MIS / MSIM / MSIS / MSIT),0,37,,91,MS,Information Technology,,0,150,160,http://www.edulix.com/unisearch/user.php?uid=245408,0,3.5,9.2,Fall - 2015,1,Amrita School of Engineering,,6.7,,10,
sumukh31,Electrical Engineering,0,0,VLSI,,MS,ECE,,0,,,http://www.edulix.com/unisearch/user.php?uid=11565,0,,9.2,Fall - 2012,0,Amrita School of Engineering,,8.6,,10,
sshravan,Electrical Engineering,0,0,wireless communication,102,MS,ECE,,0,650,800,http://www.edulix.com/unisearch/user.php?uid=191865,0,3.5,9.6,Fall - 2013,0,Amrita School of Engineering,,8.86,,10,
vag2012,Electrical and computer engineering electrical engineering telecommunications engineering,0,0,microelec/Nanotech/solid-state/optoelectronics,109,MS/PhD,EIE(elec & instrumentation),,0,156,164,http://www.edulix.com/unisearch/user.php?uid=158987,0,3,8.8,Fall - 2013,0,Amrita School of Engineering,,7.36,,10,
