userName,major,researchExp,industryExp,specialization,toeflScore,program,department,toeflEssay,internExp,greV,greQ,userProfileLink,journalPubs,greA,topperCgpa,termAndYear,confPubs,ugCollege,gmatA,cgpa,gmatQ,cgpaScale,gmatV
Nicky_amal,Computational Science,0,0,,95,MS,0,,0,300,740,http://www.edulix.com/unisearch/user.php?uid=11080,0,,0,Fall - 2011,0,0,,0,,0,
karthikeyanmani,Computer Engineering,0,0,Embedded Systems,99,MS,ECE,,0,155,163,http://www.edulix.com/unisearch/user.php?uid=209755,0,3.5,0,Fall,0,Madras Institute of Technology,,8.74,,10,
siri_mallampati,Computer Science,0,0,,99,MS,cse,,0,620,800,http://www.edulix.com/unisearch/user.php?uid=152809,0,3,0,Fall - 2012,0,V R Siddhartha Eng college,,87,,100,
supermanks,Mechanical Engineering,0,0,Fluid Mechanics,105,MS/PhD,Mechanical Engineering,,0,162,168,http://www.edulix.com/unisearch/user.php?uid=204675,0,5,9.5,Fall - 2015,0,BITS-Pilani  Hyderabad Campus,,9.22,,10,
ShadyelHusseiny,Pharmacology,0,0,,,MS/PhD,Pharmacy,,0,145,150,http://www.edulix.com/unisearch/user.php?uid=200346,0,3,3.97,Fall,0,Misr international university,,3.47,,4,
trashers,MIS,0,0,,100,MS,ECE,,0,150,161,http://www.edulix.com/unisearch/user.php?uid=221796,0,4,88,Fall - 2014,0,Anna University,,84,,100,
ksm,Electronics and Communication,0,0,RF/Antenna/Microwave,91,MS/PhD,ECE,,0,320,710,http://www.edulix.com/unisearch/user.php?uid=9762,0,2.5,9.5,Fall - 2011,0,Nirma University,,7.45,,10,
mahesh4eva,Computer Engineering,0,0,data management and analysis,6,MS,eee,,0,460,590,http://www.edulix.com/unisearch/user.php?uid=209429,0,2.5,8.8,Fall - 2014,0,gitam,,5.92,,10,
Sharan1909,environmental engineering,0,0,,,MS,chemical engineering,,0,,,http://www.edulix.com/unisearch/user.php?uid=196819,0,,0,Fall - 2013,0,SRM UNIVERSITY,,8.4,,10,
vishnunair7,Computer Science,0,0,,114,MS,CSE,,0,620,800,http://www.edulix.com/unisearch/user.php?uid=9086,0,4,0,Fall - 2011,0,Anna University/Hindustan College of Engineering,,77,,100,
pednekarneil,Electrical Engineering,0,0,,98,MS,Electronics Engineering,,0,150,161,http://www.edulix.com/unisearch/user.php?uid=184404,0,3,0,Fall - 2014,0,Fr . CRCE,,65,,100,
kush5211,Mechanical Engineering,0,0,MEMS/nanotechnology nd Automotivea,95,MS,Mech.,,0,157,161,http://www.edulix.com/unisearch/user.php?uid=180584,0,3.5,9.71,Fall - 2013,0,AMU Aligarh,,9.67,,10,
PompyK,MIS,0,0,MIS,95,MS,IT,,0,400,660,http://www.edulix.com/unisearch/user.php?uid=7034,0,3,70,Fall - 2011,0,Mumbai,,66,,100,
narenb93,MIS,0,0,,110,MS,EEE,,0,155,158,http://www.edulix.com/unisearch/user.php?uid=261357,0,4.5,8.6,Fall,0,RMKCET,,7.4,,10,
pushkarjsh88,MIS,0,0,,89,MS,IT,,0,142,158,http://www.edulix.com/unisearch/user.php?uid=149246,0,3,71,Fall - 2013,0,KJSCE-Mumbai University,,58,,100,
!mpulse,Electrical Engineering,0,0,Communication & Signal Processing,95,MS,Electronics and Communication,,0,140,166,http://www.edulix.com/unisearch/user.php?uid=182513,0,3,85,Fall - 2013,0,VTU  Belgaum,,82.8,,100,
rohitvk,Information Systems,0,0,,111,MS,Production Engineering (Sandwich),30,0,41,48,http://www.edulix.com/unisearch/user.php?uid=66665,0,5,8.2,Fall - 2013,0,College of Engineering  Pune,,7.8,,10,
bean,Mechanical Engineering,0,0,Design,111,MS,Mechanicl,,0,550,800,http://www.edulix.com/unisearch/user.php?uid=9646,0,3.5,9.3,Fall - 2011,0,VJTI  Mumbai,,9,,10,
meenakshis87,MIS,0,0,,112,MS,EEE,,0,166,166,http://www.edulix.com/unisearch/user.php?uid=182939,0,4,0,Fall - 2014,0,VIT University,,8.25,,10,
joindeepan,Automotive Engineering,0,0,Interdisciplinary,99,MS,Electrical & Electronics,25,0,550,710,http://www.edulix.com/unisearch/user.php?uid=11618,0,3.5,9.3,Fall - 2012,0,CEG  Anna University,,7.8,,10,
kiranrnandanan,Electronics and Communication,0,0,Digital Signal Processing,108,MS,Electronics and Communication,,0,570,800,http://www.edulix.com/unisearch/user.php?uid=5138,0,3.5,81,Fall - 2011,0,NSS College of Engineering,,79,,100,
atulmantri,Computer Science,0,0,,110,MS,Computer Science,,0,600,800,http://www.edulix.com/unisearch/user.php?uid=114324,0,4,74,Fall - 2012,0,Pune university,,65,,100,
Cici Cao,,0,0,,,,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=191522,,,0,,,0,,0,,0,
akashneon,MIS,0,0,,105,MS,Instrumentation & Control,,0,500,800,http://www.edulix.com/unisearch/user.php?uid=131753,0,3.5,9.5,Fall - 2012,0,Manipal Institute of Technology  Manipal,,7.21,,10,
foreverursankur,Management Information System,0,0,,,MS,Computer SC,,0,148,157,http://www.edulix.com/unisearch/user.php?uid=183969,0,3,85,Fall - 2014,0,MDU Rohtak,,67.4,,100,
vishnus88,Aerospace Engineering,0,0,Rotor Design,103,MS/PhD,Mechanical Engineering,,0,550,760,http://www.edulix.com/unisearch/user.php?uid=8821,0,3.5,9.87,Fall - 2011,0,Amrita University,,8.69,,10,
itvforthewin,Chemical/Environmental Engg.,12,0,Nano / Water Resources,114,MS,Chem Engineering,,0,163,163,http://www.edulix.com/unisearch/user.php?uid=206155,1,4.5,9.5,Fall - 2014,1,RVCE  Bangalore,,9.12,,10,
Dheepak23,Industrial Engineering,0,0,,7,MS,Mechanical Engineering,,0,150,160,http://www.edulix.com/unisearch/user.php?uid=161705,0,3,8.9,Fall - 2013,0,Anna University,,7.5,,10,
shah0516,software engineering,0,0,EST,102,MS,Computer Science and Engineering,,0,150,159,http://www.edulix.com/unisearch/user.php?uid=160472,0,3,84,Fall - 2013,0,JNTU Hyderabad 2009 passout,,67.48,,100,
Rajarajan_11,MIS,0,0,,100,MS,Electronics and Communication,,0,144,159,http://www.edulix.com/unisearch/user.php?uid=170412,0,2,0,Fall - 2013,0,Anna university / Madras institute of Technology,,6.6,,10,
NancyK,MIS,0,0,,109,MS,Mechanical Engineering,,0,150,159,http://www.edulix.com/unisearch/user.php?uid=160819,0,3.5,75,Fall - 2014,0,UPTU,,67,,100,
abhayath,Chemical Engineering,0,32,Process Design and Optimization,108,MS,Chemical,29,0,154,160,http://www.edulix.com/unisearch/user.php?uid=196530,0,3.5,74,Fall - 2014,0,Pune University,,68,,100,
roms4788,Chemical Engineering,0,0,,108,MS,Chemical Engineering,,0,600,790,http://www.edulix.com/unisearch/user.php?uid=11715,0,4,9.1,Fall - 2011,0,NIT-  Bhopal,,7.9,,10,
shahbhagyashree14,Computer Science,0,0,,101,MS,Computer Engineering,,0,147,157,http://www.edulix.com/unisearch/user.php?uid=187177,0,3.5,0,Fall - 2013,0,University of Mumbai,,66,,100,
mlsmitha,Management Information System,0,0,,108,MS,Information Science and Engineering,27,0,154,157,http://www.edulix.com/unisearch/user.php?uid=192146,0,4,9.6,Fall - 2014,0,R.V. College of Engineering,,9.2,,10,
sg0811,Industrial Engineering,0,0,,109,MS,Mechanical Engineering,,0,150,161,http://www.edulix.com/unisearch/user.php?uid=239310,0,3.5,0,Fall - 2014,0,Mumbai University,,64,,100,
paradox_13,Electrical Engineering,6,0,Control Systems,104,MS,Electrical Engineering,28,0,150,156,http://www.edulix.com/unisearch/user.php?uid=257847,0,3,77.6,Fall - 2015,0,Pune University,,59.39,,100,
apocalypticus,Film Production,0,0,Direction,99,MS,English,,0,,,http://www.edulix.com/unisearch/user.php?uid=163771,0,,70,Fall - 2013,0,Maharaja Sayajirao University Of Baroda,,63,,100,
karandk,Telecommunication,0,0,,96,MS,Electronics and Communication,,0,145,158,http://www.edulix.com/unisearch/user.php?uid=196739,0,303,0,Fall - 2013,0,Saveetha Engineering College,,6.86,,10,
kartikaygarg,Electrical Engg/ comp engg,4,7,Computer Architecture-Embedd Systems / VLSI / Microelectronics,111,MS,Electronics & Communication Engg,,9,158,170,http://www.edulix.com/unisearch/user.php?uid=254509,1,3.5,9.4,Fall - 2015,0,YMCA University of Science & Technology,,9.225,,10,
soumya3012,Electrical Engineering,0,0,Embedded Systems,116,MS,Electronics,,0,680,800,http://www.edulix.com/unisearch/user.php?uid=7807,0,4,75,Fall - 2010,0,D.J.Sanghvi College of Engg.,,65,,100,
prachi.dhir,Comp Science/Comp Networks/Comp Engg,0,0,,104,MS,Electronics and Telecommunication,28,0,440,740,http://www.edulix.com/unisearch/user.php?uid=10023,0,2.5,0,Fall - 2012,0,Mumbai University,,54,,100,
Dhruv1992,Computer Science,0,0,,,MS,CS,,0,140,158,http://www.edulix.com/unisearch/user.php?uid=218626,0,3,0,Spring - 2014,0,LDRP-ITR,,7.6,,10,
beefcake,Computer Science,0,0,Networks,98,MS,Computer Engg,,0,570,730,http://www.edulix.com/unisearch/user.php?uid=9385,0,3,0,Fall - 2011,0,Kj somaiya college of engg Ghatkopar,,60,,100,
venkiboy,Computer Science,0,0,,109,MS,Information Technology,,0,580,790,http://www.edulix.com/unisearch/user.php?uid=7880,0,4.5,0,Fall - 2009,0,PSG College of Technology,,0,,0,
Vishallavi,Computer Science,0,20,Algorithms Engineering(Software Engineering coupled with principles of Algorithms),102,MS,Computer Science,,0,153,161,http://www.edulix.com/unisearch/user.php?uid=258660,0,3.5,84,Fall - 2015,0,Uttar Pradesh Technical University,,69.84,,100,
sangamkumar91,Computational Science,0,0,,94,MS,Computer Science,,0,150,166,http://www.edulix.com/unisearch/user.php?uid=224489,0,3.5,9.5,Fall - 2014,0,VIT,,7.88,,10,
sri7san,Electrical Engineering,0,0,VLSI/ Telecom/ Embedded,95,MS,EEE,27,0,142,157,http://www.edulix.com/unisearch/user.php?uid=201111,0,3,8.87,Spring - 2014,0,st joseph's college of engineering,,7.53,,10,
eternalgod,Electronics and Communication,6,84,Digital VLSI/Computer Architecture,112,MS,ECE,,3,152,162,http://www.edulix.com/unisearch/user.php?uid=74844,0,3.5,9.7,Fall - 2015,1,NIT  Allahabad,,7.07,,10,
archie31,Computer Engineering,0,48,,95,MS,Computer Science and Engineering,,0,146,157,http://www.edulix.com/unisearch/user.php?uid=210649,0,4,0,Fall - 2014,0,West Bengal University of Technology,,6.94,,10,
naveengcool,Electrical Engineering,0,0,Power Electronics,105,MS,Electrical and Electronics Engineering,27,0,150,165,http://www.edulix.com/unisearch/user.php?uid=152260,0,4,9.5,Fall - 2013,0,National Institute of Technology Karnataka  Surathkal,,8.64,,10,
Pr@chi,Biological Sciences  Biotechnology ,0,0,,102,MS,0,,0,600,670,http://www.edulix.com/unisearch/user.php?uid=154308,0,3.5,0,Fall - 2012,0,0,,0,,0,
nibirbora,Computer Science,0,0,,103,MS,Computer Science & Engineering,,0,149,166,http://www.edulix.com/unisearch/user.php?uid=161559,0,4,0,Fall - 2012,0,KIIT University,,9.22,,10,
MS-fall-2014,Electrical Engineering,0,0,Communication,,MS,Electrical and Electronics,,0,150,158,http://www.edulix.com/unisearch/user.php?uid=218347,0,3,83,Fall - 2014,0,M.S.Ramaiah Institute of Technology Bangalore,,79.07,,100,
abhitej1446,Computer Science,1,0,,94,MS,Computer Science,,0,140,162,http://www.edulix.com/unisearch/user.php?uid=259851,0,3,9.6,Fall - 2015,0,Amrita Vishwa Vidyapeetham,,8.83,,10,
huangkai6278,MIS,0,0,,97,MS,MIS,,0,390,800,http://www.edulix.com/unisearch/user.php?uid=9775,0,3,0,Fall - 2011,0,UIR,,3.67,,4,
Notorious_Devil,Electrical and Computer Engineering,0,0,Computer Networks,90,MS,ExTC,,0,580,750,http://www.edulix.com/unisearch/user.php?uid=154194,0,3,72,Fall - 12,0,UoP,,59,,100,
PascalFan,,0,0,,,,0,,0,,,http://www.edulix.com/unisearch/user.php?uid=245543,,,0,,,0,,0,,0,
rims,Electronics and Communication,0,0,,110,MS,Electronics,,0,158,165,http://www.edulix.com/unisearch/user.php?uid=11459,0,4.5,0,Fall - 2012,0,K. J. Somaiya College of Engineering,,59.2,,100,
VivekGuitarist,Electronics and Communication,0,0,Communications/DSP,115,MS,EEE,,0,670,760,http://www.edulix.com/unisearch/user.php?uid=134731,0,4,89,Fall - 2012,0,SVCE (Anna University),,84,,100,
Ramyaj,mba,0,0,finance and IS,,MS,Mechanical,,0,24,49,http://www.edulix.com/unisearch/user.php?uid=10873,0,4,1,Fall - 2011,0,MVSR college Hyderabad,,1,,100,
ghotra89,Computer Science,0,0,,100,MS,Computer SCience,,0,550,760,http://www.edulix.com/unisearch/user.php?uid=143805,0,3,8.556,Fall - 2012,0,Y.M.C.A. Faridabad,,7.768,,10,
rishabhkrishna,Computer Science,0,0,Computer Science/ Computer Engineering,101,MS,Computer Science,,0,360,770,http://www.edulix.com/unisearch/user.php?uid=133526,0,3.5,89,Fall - 2012,0,Birla Institute of Technology  Mesra,,77.7,,100,
Rajesh2610,Electrical Engineering,0,0,,97,MS,Electronics & Telecommunication,,0,490,690,http://www.edulix.com/unisearch/user.php?uid=221699,0,3.5,70,Fall - 2014,0,University of Pune,,58,,100,
zeelkm23,Electrical Engineering,0,0,power,95,MS,EE,,0,430,770,http://www.edulix.com/unisearch/user.php?uid=138512,0,3.5,0,Spring - 2012,0,BVB,,8.58,,10,
anishthuse,Industrial Engineering,0,0,,109,MS,Instrumentation and Control,,0,152,160,http://www.edulix.com/unisearch/user.php?uid=206664,0,3.5,9.3,Fall - 2014,0,COEP,,8.16,,10,
coolseraz,Computer Science,0,20,,110,MS,0,,0,155,166,http://www.edulix.com/unisearch/user.php?uid=271678,0,4,0,Fall,0,VJTI,,0,,0,
ASJoshi,Computer Science,0,0,,102,MS,Information Technology,,0,155,157,http://www.edulix.com/unisearch/user.php?uid=196713,0,3,0,Fall - 2014,0,Saradar Patel Insitute of Technology,,67,,100,
aditya2706,Telecommunication,0,0,,104,MS,EXTC,,0,157,159,http://www.edulix.com/unisearch/user.php?uid=272786,0,3.5,79,Fall - 2015,0,SIES Graduate School of Technology,,65,,100,
chandrabhanu,Civil Engineering,0,31,,96,MS,CIVIL,,3,149,170,http://www.edulix.com/unisearch/user.php?uid=236514,0,3,9.12,Fall - 2014,0,NIT  BHOPAL,,6.98,,10,
aditya_und,Computer Science,0,0,,109,MS,Information Technology,30,0,149,164,http://www.edulix.com/unisearch/user.php?uid=177839,0,3.5,75,Spring - 2013,0,FR. CRIT  Vashi,,68.8,,100,
Srinath Ram,MIS-management related courses,0,0,MIS,112,MS,Information Technology,,0,580,710,http://www.edulix.com/unisearch/user.php?uid=122821,0,4,9.654,Fall - 2012,0,SASTRA University,,7.40506,,10,
aspirantpraj,Computer Science,0,0,,115,MS,Computer,,0,580,730,http://www.edulix.com/unisearch/user.php?uid=11375,0,4,72,Spring - 2012,0,Pune University,,69.38,,100,
anirudhstar,Electrical Engineering,0,0,Robotics/VLSI,93,MS,ECE,,0,340,710,http://www.edulix.com/unisearch/user.php?uid=101568,0,3,0,Spring - 2013,0,0,,63,,100,
neeraj196,Electrical & Computer Engineering,0,0,Computer Architecture,112,PhD,EE,,0,159,170,http://www.edulix.com/unisearch/user.php?uid=228935,0,3,9.2,Fall - 2014,0,IIT Kanpur,,9,,10,
rdmrishi,Industrial Engineering,0,0,SCM  Operations Management,,PhD,Industrial (M.tech),,0,157,161,http://www.edulix.com/unisearch/user.php?uid=208327,0,3.5,9.5,Fall - 2014,0,IIT Kanpur (M. Tech)   UPTU(B. Tech),,9.5,,10,
mandar_dj,Computer Science,0,0,,287,MS,IT,5.5,0,590,800,http://www.edulix.com/unisearch/user.php?uid=125,0,4,75,Fall - 2006,0,MU k j somaiya,,65,,100,
nishant07,Computer Science,0,12,,96,MS,COMPUTER,,0,154,168,http://www.edulix.com/unisearch/user.php?uid=223687,0,3,0,Fall - 2015,0,L. D. COLLEGE OF ENGINEERING,,7.24,,10,
SREENATH REDDY,Electronics and Communication,0,0,ece nd tcomm,106,MS,electronics and communication,,0,150,163,http://www.edulix.com/unisearch/user.php?uid=193674,0,3.5,93.5,Fall - 2013,0,cbit,,82.7,,100,
